	clean_tweet	class
14884	 aint got time bitch gotta keep mind mothafuckin rich	1
14885	 wake like fuck life life bitch better fuck right	1
14886	 # purg come citi ima like bitch activ shit # # # # 	1
14887	 # kate upton leak nude today amp # # # bitch lo # 	2
14888	 bunch insecur bitch	1
14889	 yo bcu band made ucf band look like trash	2
14890	 nigga fuck pretti girl w head right ho got  pair good panti # # # 	1
14891	 swag swag swag bitch moooob	1
14892	 ghetto ud win tonight 	2
14893	 invit fuck smell yo pussi across room man dinner cook bou # 	1
14894	 # # gone wife bitch let nigga lick head public 	1
14895	 find femal w hoe record like tryna find nigga w feloni 	1
14896	 bitch look like million dollar wit sum garbag ass pussi	1
14897	 hate wen bitch fart den like uughh uuuu fart bitch clearli u ill let mfa kno wen im fin	1
14898	 sorri side bitch better wife era check stat b lol 	1
14899	 marin said mom  get free ball cap mother day basic young hoe kid get one lo	1
14900	 shawti said gone understand america unless went pwi school cracker alreadi brainwash smh lo	0
14901	 yawl chick love side bitch # # bitch day dream amp aspir step mom # # # 	1
14902	 bbc american version trash	2
14903	 # # # # karli act like hoe wit  nigga show plu two guest appear # 	1
14904	 ion ask nobodi shit ever never problem shit fa peopl neither damn bitch get thank 	1
14905	 voic behind # # mustard beat hoe	1
14906	 hoe gonna like tonight # # # 	1
14907	 trippin nothin dippin somethin homeboy say got bad bitch tonight #lilway 	1
14908	 even though bird fli must land earth 	2
14909	 flappi bird cheat code 	2
14910	 know trash	2
14911	 lmao fuck amp real talk bitch know fun 	1
14912	 # damn hate huge pussi # 	1
14913	 bitch myspac go nut 	1
14914	 live street glori die ghetto fame respect fear none pride everyth 	2
14915	 oreo cooki pancak #foodporn 	2
14916	 chunki girl seek studli man nasti sex head like bitch may well email directli # 	1
14917	 shit like  minut away  clearli desper need pussi bruh pull # 	1
14918	 bitch begrudgingli fuck like man big bad man cri like bitch 	1
14919	 #tvd #theoriginals show bad ass vampir turn spineless pussi littl ooc bitch	1
14920	 peek boo bitch swag scare ya kid tyga worst bar #tygabars 	1
14921	 appl new iphon softwar shit mayb sue u cunt amp request damag base pussi ive miss b # 	1
14922	 boy obvious gonna slay pussi tonight dress ninja turtl 	1
14923	 sexilexi swiggeti swag love fag	1
14924	 # charli strong got  man roster nearli quickli texan	2
14925	 ever look bitch like bitch	1
14926	 hand flight must good hand bird 	2
14927	 basic bitch gt basic cabl	1
14928	 bird court femal build beauti nest bright object # #wildlife 	2
14929	  rt go say fuck er right pussi # # # # # 	1
14930	 dumb bitch broke tv went wal mart fuck wokeup smart tv lo	1
14931	 wisconsin iasip nice work bitch 	1
14932	 highest score flappi bird cant beat 	2
14933	 slap bitch two week	1
14934	 movi trash	2
14935	 rose red violet blue fuck yo bitch nigga 	1
14936	 make homemad pickl work funni tweet pussi go make great old ladi 	1
14937	 kobe yo man want hoe guy hold face omgod kobeshia shut # # # 	1
14938	 pregnant bitch get bu think suppos give seat like bitch fuck nigga # 	1
14939	 today  charli wilson left offic rank alongsid lech wa # # sa role defeat commun # 	2
14940	 woman bird turn woman sky nigeria 	2
14941	 tweet cringiest peopl darth dana bitch lmao follow r # 	1
14942	 ghetto bitch pregnant f smh poor kid # 	1
14943	 # boss ass bitch song got basic think model lmao #knowyourplace # # # # # # 	1
14944	 aw damn hug bitch 	1
14945	 bookieg us nig light skin dark skin mental lol blac	1
14946	 definit real # except bruh let bitch ass babidi turn nigga fam # htt # 	1
14947	 dem hoe swear pussi priceless u sell ass day # 	1
14948	 girlfriend accept fact hoe gonna face boyfriend better let # 	1
14949	 like let miss ya sometim bitch take overboard shit said give time miss yo ass # 	1
14950	 coakley go   lose race wow wow charli baker governor htt # 	2
14951	 honestli kind get offend peopl ask eyelash fake fake eyelash long bitch # # 	1
14952	 hoe die attent # # # 	1
14953	 want babi im young retard	1
14954	 farewel tour fault everyon three player underachiev yanke year 	2
14955	 love dez right trash right weeden other ope	1
14956	 sherman bark bite fuck bitch	1
14957	 get real fuck fight play play pussi ass nigga 	1
14958	 cure ratchet run cours bitch 	1
14959	 go talk hoe 	1
14960	 colombia support remind us doubl bird univers languag 	2
14961	 awkward moment hold door someon use door next like bitch better back th 	1
14962	 valu someon gave titl valu bitch clutch win 	1
14963	 hoe friendli althea want say hi 	1
14964	 low realli look next bitch smash	1
14965	 pussi nah work best place weather 	1
14966	 bree need black hoe cheat man work offshor would fuck babi bed w # 	1
14967	 outsid dick keep dem hoe sick 	1
14968	 team hoe # # 	1
14969	 got bitch 	1
14970	 anyth said bout mom b would led bitch get stone cold stunner	1
14971	 aint got time mufuckin fake friend smoke weed fuck hoe nigga drank g	1
14972	 wow rt sleepinggi whatev fuck asshol nigger look alik 	0
14973	 tell realli feel rt sleepinggi littl #isis faggot usual bag head anyway 	0
14974	 fuckin ignor ass nigga dm video count money n say u stuck bitch # 	1
14975	 look like princess bella yellow dress # # 	2
14976	 make r amp b like anymor dude use make feel good bust wide open call hoe # 	1
14977	 star war meet charli brown 	2
14978	 bitch wear scarf today love scarf 	1
14979	 know gonna stalk tweet know dumb fuck bitch 	1
14980	 make first day bitch	1
14981	 feel like peopl want commit cut hoe relax start complac	1
14982	 take girl seriou refer bitch guy date nigga 	1
14983	 # bookieg fuck life bitch # # # # # # # # 	1
14984	 toni think yr rude littl cunt young even know real rock rol # 	0
14985	 support ya idiot teabagg teabag #openwide sleepinggi	0
14986	 hey slim that girlfriend scream trunk slit throat tie see like # 	1
14987	 fuck bitch never love thot	1
14988	 yung berg tri fuck hoe 	1
14989	 pussi men throw whammer asshol	1
14990	 play soccer cheat girl wear khaki colour cargo haircut 	1
14991	 want attent yet twitter talk get somebodi dick wet tonight tongu deez hoe g # 	1
14992	 hoe realli built animos toward reason like problem bitch fill cuz lost # 	1
14993	 mf tell gm damn near everi mornin bitch even tell gm wide tf awok # wtf type shit # 	1
14994	 bitch call daddi # # # 	1
14995	 # like borderlin retard see andr  elit skill level exampl # yep go # 	1
14996	 pussi # keep call gettin troubl	1
14997	 could help melli revolv door shape head ho quiet ball deep # 	1
14998	 work chuckl time said reveal age keep pussi fresh # # # # # 	1
14999	 hoe come hoe go revolv cycl # 	1
15000	 nigga fuck bitch dat ha cat ima leav yu alon fa trifl	1
15001	 ima catfish bitch fake arm	1
15002	 ever normal day mind play horribl trick give whiff good pussi # 	1
15003	 close eye shit sometim bitch abl sneak quick nippl lick go ham yo	1
15004	 k michel apart baltimor twitter one hoe say celib smh	1
15005	 love money fuc bitch stress keep mouth close cuz # 	1
15006	 chi bitch got assyrian king california peterson # # 	1
15007	 u turn hoe housewif hashtag tupac	1
15008	 fuck candi eat pussi # 	1
15009	 nigga alway wanna talk god gay pussi eat last night god ag # 	0
15010	 # faint idea mani resum went straight trash 	2
15011	 karma bitch # 	1
15012	 appreci woman entertain hoe 	1
15013	 realiz # go get #horror poem wrote abo # 	2
15014	 gracia por jugar con el corazon ahora ganarl lo yanke 	2
15015	 stop fuckin jail bird rt brat nigga seriou ass play scare shit su 	1
15016	 hey boy half breed chiricahua apach ass #eatmytazer 	1
15017	 wow banana potassium much yellow 	2
15018	 afraid let feel show unless bitch 	1
15019	 wish someon would make song hoe loya	1
15020	 teixeira point tonight #yankees	2
15021	 bitch lmao	1
15022	 bitch would cheat nigga give everyth ask loyal shawti smh bitch shit	1
15023	 might lot follow bitch third want fuck second third would hate person # 	1
15024	 think biggi saw kandi burress today would chang mind fux one ugli xscape bitch	1
15025	 happi #blubloods friday sit gang cb morn join us  clock ho # 	2
15026	 set #bluebloods hope bird perch 	2
15027	 # bitch goofi bitch dat loyal # # # 	1
15028	 bitch realiti twist	1
15029	 # # assum got cup pussi got bicep b wtf 	1
15030	 eager hoe even read # twitpic selfi wear leotard # 	1
15031	 bitch talk abt bitch face # # # 	1
15032	 bitch blew high # high drug # 	1
15033	 anaconda want none unless defeat hun son 	2
15034	 fasho offici hire bitch	1
15035	 mustard yellow avi big tit would epic tweet 	1
15036	 mother fuck flappi bird 	1
15037	 cant spell beyond without hoe	1
15038	 get bitch 	1
15039	 atlanta houston mani trash driver	2
15040	 men trash homeboy cheat dont tell wife girl break famili lolno	2
15041	 chick would get tire dr dre call bitch go listen jodeci talk give hou # 	1
15042	 jean bluer denabitch dont let lie sick know pussi overr ht # 	1
15043	 never knew possibl look like buy pussi still look cool tha # 	1
15044	 might hoe stroll joke asid dej loaf dress like jerom h # 	1
15045	 tell bubba alabama your african black gonna call nigger extra hard er 	1
15046	 alway interest see peopl trash la liga react product la liga premier leagu club 	2
15047	 nigga like got hoe flo # 	1
15048	 broke hoe  word face	1
15049	 new orlean bitch seriou	1
15050	 bitch aint shit swear think poppin caus instagram famou	1
15051	  male rap artist talk money bitch drug nigga wanna hear shit	1
15052	 play yanke right 	2
15053	 spent good twenti min tri teach bird skyrim theme song realiz bird 	2
15054	 # idk think nigga like get head gay # # # # bitch 	1
15055	 horribl invad zim trash	0
15056	 drink bleach bitch youda done thing #teamzimmerman 	1
15057	 hoe tho right # 	1
15058	 curv tf outta hoe 	1
15059	 fuk chill shit go   hoe real quick # 	1
15060	 loyal girl realli truli come smart mouth argument hoe let pleas caus # 	1
15061	 wifey materi come often better recogn rider end hoe	1
15062	 fat bitch ruin everyth # # fuck though super burnt	1
15063	 run niggah imma let know # # # 	1
15064	 sike nah # # # bitch havin bugg	1
15065	 shit dri bitch ask water shit # # # 	1
15066	 prolli like niggah realli give fuck feel # 	1
15067	 shave novemb aka month crush pussi let free muzzi ride begin babi 	1
15068	 st time eat pussi thought suppos liter eat end bite clit realli hard havent # 	1
15069	 hit blunt cat afraid water pussi get wet 	1
15070	 dude probabl think eat pussi suck pussi lip # lmaoo	1
15071	 lt buy bitch vehicl	1
15072	 lou gehrig  hand fractur career play   straight game #ironhorse #yankees 	2
15073	 mistak show late work run red light even forget  take trash  	2
15074	 polli want cracker #dumbto 	2
15075	 smash windshield bird bee coor light drinker know r # 	2
15076	 hoe leav man hous right costum	1
15077	 bull still win titl bland ass offens pau still pussi darkskin nigga start line u # 	1
15078	 want fuck bitch listen conway twitti 	1
15079	 hoe loya	1
15080	 pussi got  bodi count dead # pussi #  live # 	1
15081	 shoutout main bitch 	1
15082	 put pussi make want nobodi els 	1
15083	 know pacer fan stay clownin rose mass suicid watch karma fat bitch wit beard # 	1
15084	 murder pussi 	1
15085	 # mo claiborn trash # say enough fam # 	2
15086	 illeg bring diseas across border contagi patient separ other yellow tape pregnant teen 	2
15087	 fuck disgust nigger movi captain phillip red carpet oscar fuc # 	0
15088	 strong black women simpli bitch wanna argu everi singl thing	1
15089	 st time tom bradi era patriot sole possess last place afc east 	2
15090	 ugli either gay nigga hate ass bitch 	1
15091	 recap dem governor candid sc call gop candid whore tx dem gov candid mock gop candid # di # 	1
15092	 lil skinni bitch throw ha like frito #tecoremix bo	1
15093	 fuck hoe amp fuck nigga fuckin hoe	0
15094	 bird fish li river 	2
15095	 glad bey shit u bitch wit one shave side go ahead amp shave side 	1
15096	 lebron bitch drake perform torn acl mtv award 	1
15097	 hate bein nice hoe bro 	1
15098	 appar like takin pictur eatin pussi # # 	1
15099	 tierra mari princess roc rihanna get good pic caus bitch gone long 	1
15100	 rick scott beat win number  counti charli crist  #flgov	2
15101	 waterproof lab coat case drown pussi #swag	1
15102	 hate peopl leav trash car 	1
15103	 jammin sad song smoke squar think bout bitch lmfao	1
15104	 crow would eat bear mt obvious mt bear save drown crow # 	2
15105	 black women need stop refer sister hoe amp bitch realli good look # 	1
15106	 love stripper bitch	1
15107	 happi birthday cotton picker lol nonlydirtymik	2
15108	 bitch got mani teeth mouth	1
15109	 fuck make feel bad fuck guy call hoe fuck thi # 	1
15110	 oop mean tweet ye #random dvr ing bitch 	1
15111	 signatur white bitch move profus apolog late full starbuck cup hand 	1
15112	 right newscent  project charli baker gov elect razor thin margin #wcvb	2
15113	 lot ppl look like fuck bitch think ms goldschmi	1
15114	 mad tell fact embarrass urself act like bitch	1
15115	 go die hole bitch # 	1
15116	 happi birthday nicest faggot ever # 	1
15117	 bitch wanna roll fuck blunt	1
15118	 cant pass asvab might well go full retard	1
15119	 dont time childish game fight bitch 	1
15120	 # # nig	0
15121	 call charli baker conced around   morn plan address support #wcvb	2
15122	 # # saw girl scratch privat today mean # fuck right pussi # lmaoooo	1
15123	 new bu stop guy across street yell david lee roth kick swoop crow learn karat 	2
15124	 start fuck buddi save live program lol match dri bitter ass folk wit good dick pussi 	1
15125	 juic dead bitch ass #sonsofanarchy	1
15126	 think zlatan even class way talk trash	2
15127	   bitch prolli hit bitch   bitch gone bang shit   bitch prollu hit # 	1
15128	 made hoe second guess lo	1
15129	 realli hate skyler like loan money even like bitch wtf	1
15130	 lol bitch act hard stay get ass beat # # # 	1
15131	 hit pussi 	1
15132	 bitch could went al noooooooo # # # # # # # # # # # # # # # # # # # 	1
15133	 omg nigger 	1
15134	 trash earli call austin river draft bust 	2
15135	 thewhit coward pussi	1
15136	 came train camp today find charli batch asleep curb 	2
15137	 # # # gave move lil nigger push smh 	0
15138	 say hoe 	1
15139	 crew women hillbilli amp gangster w director #itsawrap # # # # 	2
15140	 nigguh chri pau	0
15141	 coolest bitch # 	1
15142	 follow dog k bitch made golden retriev bitch today park 	1
15143	 rt pledg allegi pussi	1
15144	 guy ever call name bitch slut blah blah never ever think twice like fuck # 	1
15145	 # nah nigga blowin dick smoke exot bitch blowin 	1
15146	 fuck yo bitch get mad noth new fuck everybodi bitch #thesethotsareforeveryone	1
15147	 smash dat pussi wet # 	1
15148	 might see bitch forget hit	1
15149	 woke tryna fuck yo bitch	1
15150	 bitch get twitter text back love u	1
15151	 love hoe 	1
15152	 wash bird shit broom disgust creatur #redstwitterfam #sweep	1
15153	 reject constantli call hous threaten rape mom karma bitch rot hell faggot 	0
15154	 bad u want someth meaningless bad will work thing u want xs intens ho # 	2
15155	 #taakstraf herkenbaar hesj je eigen buurt pleit er al jaren voor weet hoe bevreesd ik er ooit voor da k er te wer # 	2
15156	 pour  bitch hair makeup everi singl day 	1
15157	 dork fuck bitch magnet sorri 	1
15158	 person test result basic say bitch crazi 	1
15159	 femal cock block call clam jam 	1
15160	 fake friend differ shadow stick around brightest moment disappear darkest ho # 	2
15161	 pig drink  gallon water everi day still thirsti hoe 	1
15162	 pink albino dolphin extrem rare exist wild 	2
15163	 jimmi two man doo wop perform went live youtub #fallontonight htt # 	2
15164	 stoner chick gt drunk hoe 	1
15165	 kid say much parent pay everyth pay everi bill complain abo # 	2
15166	 hoe solid # laugh hard femal dm avi pictur # 	1
15167	 real bitch want soft nigga 	1
15168	 hoe loyal 	1
15169	 ex bitch keep tryna next bitch call tha day told give rest bitch	1
15170	 bitch ya betta haha care love 	1
15171	 convinc hitler faggit bitch kid leather uniform want alon closest men lock # 	1
15172	 fuck michigan mani wanna thug ask pussi bitch next year	1
15173	 know boyfriend saturday night lol fuck bitch	1
15174	 nigga want virgin porn star bitch want danger safe nigga 	1
15175	 watch beta watch bitch nigga 	0
15176	 fifti buck say dens cunt think say tote reg unfollow b c said cheerlead countdo # 	1
15177	 spent whole fuck life apolog enough cut nip fuck booz drug inadequaci # 	1
15178	 yanke acquir chase headley padr yangervi solart rafael depaula 	2
15179	 want get treat like ho stop dress like one want stop get treat like thug # 	1
15180	 bitch 	1
15181	 today bitch today soooo ur black feminist u know pointless # 	1
15182	 lol mention liber racist bitch liber yeah kill white liber white liber # 	1
15183	 liber threaten life everyday mind total jackass butt hurt pussi right # 	1
15184	 looter #ferguson retard risk arrest get free food ebt alreadi pay food lo # 	1
15185	 longer run busi n america unless deem accept  polit group retard known democr # 	0
15186	 ppl quick  bitch somebodi em  time outta  shit perso	1
15187	 # marku pau hoe u gon play trade deadlin # dislik guy yea help bring two chip soft # 	1
15188	 marku curv regular nigga daili especi us austin nigga damn yellow ppl # 	1
15189	 trust nobodi # # bitch fake # # nigga faker # # fuck rather fuck wi # 	1
15190	 peni live sad life hair mess famili nut neighbor asshol best friend pussi own 	1
15191	 resist urg smack bitch 	1
15192	 bruh bitch possess thot demon 	1
15193	 use hair throw kick head call bitch # # 	1
15194	 son bitch moment walk around hous sock step random wet spot 	1
15195	 wow basic told daughter want mocha color grandbabi #htgawm	2
15196	 statist lie like gun control queer guy #fd	1
15197	 true need sleep make gainz bruh hoe stay mirin p alright later # 	0
15198	 white girl talk ghetto lt lt lt cute # 	1
15199	 girl anchor tat hoe	1
15200	 look mirror see pussi ass bitch sit pee 	1
15201	 sapiosexu jimmi neutron brain blast show intellectu put pussi chainwax 	1
15202	 bookieg fuck yo bitch u happi like damn boosi fuck bitch lmao	1
15203	 distanc fuck bitch 	1
15204	 rinko biwankob big booti hoe	1
15205	 yeah #eagles definit finish th divis year bitch 	1
15206	 robin thick much get paula back pussi #  # 	1
15207	 cabl crib year give damn bout tv show like hoe n hip hop	1
15208	 man hoe gotta chill go natur bullshit actual pull rest # 	1
15209	 saw men say argu women gay knew realli tri hard bitch attent # 	1
15210	 random hoe heard 	1
15211	 think clip thunder would gave heat good well east trash	2
15212	 oreo cheesecak bite 	2
15213	 deep fri oreo # # # 	2
15214	 oreo drumstick 	2
15215	 oreo ice cream 	2
15216	 ultim chocol chip cooki n oreo fudg browni bar 	2
15217	 oreo cake 	2
15218	 oreo ice cream cake 	2
15219	 nerv bitch champaig	1
15220	 hoe loyal 	1
15221	  world mammal bird reptil amphibian amp fish vanish  amp  	2
15222	 relationship  # know hoe know count # # 	1
15223	 # today # bitch hw 	1
15224	 #foxnews project wyom senat mike enzi defeat democrat challeng charli hardi #election	2
15225	 instagram place find thirsti hoe connect time 	1
15226	 everi frat gay brother pull hella fine bitch parti sigma alpha epsilo	1
15227	 eatin pussi right push gt gt gt 	1
15228	 let go pick dat bitch  dollar lol hml brogod	1
15229	 cold penguin pussi 	1
15230	 anyon hate charli sheen 	2
15231	 nigga wait light skin bitch respond dm like 	1
15232	 happen nigga ga ugli bitch 	1
15233	 # tamm shawti fine breath stank # da heisman dat hoe # 	1
15234	 bad bro dem hoe heat tho # # # 	1
15235	 bouta grab dem hoe yeterday outta hook up # 	1
15236	 fuck bitch get money	1
15237	 femal make hoe look easi like damn girl dont shit bother yo soul sometim # # # 	1
15238	 black pussi nigga sayin anyth #ahsfreakshow	1
15239	 cunt go  second without talk weed	1
15240	 go insult alway call someon  fat  ugli  hoe	1
15241	 dont text first dont text that lone singl stupid bitch 	1
15242	 curs much bitch breath much shut fuck	1
15243	 miss bf well miss limewir sooo shut fuck whini bitch	1
15244	 first charg phone text bitch	1
15245	 hoe hoe 	1
15246	 bitch soccer player take shirt 	1
15247	 got someth say ill dont concern tweet bitch 	1
15248	  girl  would  amp singl bc dnt fuck broke bitch get money 	1
15249	 ever offend im sorri sensit lil bitch 	1
15250	 offend sorri lil bitch sens humor 	1
15251	 annoy hell girl tweet bae day give fuck bitch bae somewher cheat ri # 	1
15252	  yr old bitch realli got minimum wage nigga alex think start cloth line im done # 	1
15253	 today horoscop still hoe nice day	2
15254	 bitch argu  min like know aint gonna argu bitch 	1
15255	 bitch tit ass dont even get hug one boy get handshak 	1
15256	 dont give fuck ex bitch problem anymor	1
15257	 im rude peopl sensit littl bitch	1
15258	 rt u rememb steve blue clue left us bitch ass nigga joe 	1
15259	 bitch talk bf   	1
15260	 bitch keg stand parti 	1
15261	 ok serious fuck peopl slam break light turn yellow floor shit bitch	1
15262	 bet hit bitch like game winner	1
15263	 nigga stop give hoe attent retweet true beauti instead retweet half nake mf 	1
15264	 hoe talent da girl put book info bio get k follow	1
15265	 one time blind bitch watch movi	1
15266	 saw xxx thought hoe	1
15267	 nigga madd gay teacher give nigga pussi snitch incred	1
15268	 mauri  year old still expos hoe	1
15269	 wanna sleep outsid nigger lol tri hang	0
15270	 heard talkin trash like find 	2
15271	 know sure littl bitch valeri jarrett hand betcha guy know eve # 	1
15272	 well els white ppl get us forget horrif past paint pretti pictur ho # 	0
15273	 chile take greyhound everywher yo hoe bout fli build fli bermuda # 	1
15274	 watch part  reunion hoe even care	1
15275	 bare walk heel dress bitch tri hard	1
15276	 teenag got disrespect son bitch ever commend parent easi job	1
15277	 hope made pot browni right 	2
15278	 tweet never offend anyon tweet like littl bitch 	1
15279	 pleas win year 	2
15280	 redneck fool around aux cord 	2
15281	 ugli peopl taken # nerd taken # hoe taken # everybodi taken # # 	1
15282	 realli put side bitch contract # # 	1
15283	 lmao hate hoe alreadi # 	1
15284	 lmfao bitch got phone 	1
15285	 nigga develop superpow come get pussi 	1
15286	 th grade hoe loyal 	1
15287	 u start realiz bae hoe 	1
15288	 get twerk thickest bitch room 	1
15289	 white trash warfar pt  # # # 	0
15290	 bitch like virgin 	1
15291	 bitch middl school like 	1
15292	 get unlimit pussi high school 	1
15293	 pussi ass nigga 	0
15294	 rt u rememb steve blue clue left us bitch ass nigga joe 	1
15295	 bitch mall shape like mr incred 	1
15296	 play soccer cheat girl wear khaki colour cargo haircut 	2
15297	 halloween use holiday kid nation dress like inner hoe day 	1
15298	 hope bird shit face bitch 	1
15299	 # # bitch # # new inform thank	1
15300	 irrelev peopl talk much shit like fuck bitch	1
15301	 bae turn hoe 	1
15302	 turn real marriott bitch weekend mansion tonight adult swim tomorrow # 	1
15303	 bitch think cute guy hunni ur fake asf like ur weav dont even like u stfu	1
15304	 ladi pussi sound like pleas hit dm need scienc project # 	1
15305	 shitti booti ass talm prep ralli bitch prepar # # # 	1
15306	 dat nigga lame bro unfollow like bitch	1
15307	 boss nigga fuk wit boss bitch vice versa 	1
15308	 get money nigga da hoe love	0
15309	 u wife bitch den repres u dnt wife da wrong bitch	1
15310	 den  nigga say dey fuke yo bitch u shuldnt cuffin # # # 	1
15311	 lame bitch alway wanna tri  play real nigga like lame bitch da u get treat n cut loos # 	1
15312	 oso told dread get longer gone pop fuck nigga bitch lmao	1
15313	 tell beauti like tell everi bitch come sir #dobetter	1
15314	 stevi j turn hoe # housewif # # # nikko turn housewif # hoe # # # # swear shit happ	1
15315	 racist crew anchor right wing folk mock mix gop kid 	2
15316	 wrong bitch breh 	1
15317	 hoe woozi	1
15318	 rt # fuck u bitch hope see u bitch cuz would love u tell fac # 	1
15319	 bitch lover word qualiti qualiti bitch 	1
15320	 even ghetto 	2
15321	 bitch like fuck poni poni like fuck bitch 	1
15322	 hoe wanta   	1
15323	 ye judg way dress bitch 	1
15324	 day without laughter day wast charli chap	2
15325	 hoe hoe 	1
15326	 new sign mong kok protest site say fight democraci oppos communist futur 	2
15327	 gonna make math test bitch tomorrow 	1
15328	 everytim see nelson agholor make play want puke kid gator thank charli cheeseburg 	2
15329	 ask gov cure healthcar like ask retard cure 	1
15330	 conan brien mock new call duti game get kill repeatedli 	2
15331	 congressman offic admit hell yeah benihana bitch tweet mistak 	1
15332	 somewher redneck jerk hand lose firework accid tomorrow 	1
15333	 gotta stop pump ugli hoe head # 	1
15334	 woman want man act like bitch	1
15335	 ask di bitch get water  min ago dafuq	1
15336	 uncl taught abt sex said bird fuck bee told bang girl hard freckl c # 	1
15337	 ur  still need ur parent permiss stuff ur littl bitch #growup	1
15338	 water challeng retard fuck 	1
15339	 hoe got sever  better # 	1
15340	 seat drunk bitch #rko 	1
15341	 hit wit shotti bitch bet ya bodi flip # # # # 	1
15342	 wear thong get yo pussi chec	1
15343	 nigga mind share hoe	1
15344	 dumb bitch 	1
15345	 bitch came club broken neck bitch seriou 	1
15346	 trassshhh  come weekend trash 	2
15347	 mariano rivera street outsid yanke stadium name giant also similar honor 	2
15348	 real men ask nude correct pussi ass bitch ask nude real men work women amp actual h # 	1
15349	 reason mermaid period pant perfect hair u get lure men death also free clam # 	2
15350	 talkin bout next bitch bout shit 	1
15351	 nippl slay bitch	1
15352	 crow warn stay away island soul collector #ian 	2
15353	 ya broke real bitch stick around	1
15354	 oreo frappuccino 	2
15355	 chief keef chang rap game said bitch cooler cooler 	1
15356	 lil wayn said even deaf bitch say hi tell blind bitch say gotta see headphon ju # 	1
15357	 wale said nvm nigga trash	1
15358	 bitch could okay fuck man know girl hoe 	1
15359	 smack bitch filter	1
15360	 yep steve spurrier sorta compar alabama yanke ny got biggest payrol win ever # 	2
15361	 tyga make think fuck bunch bad bitch j cole make motiv drake make wanna think abou # 	1
15362	 catch bitch snitch finger itchin switch	1
15363	 lil stupid ass bitch fuck # 	1
15364	 also suck dick mean act like faggot 	1
15365	 retard dad roll law good 	2
15366	 # # hoe everybodi cloth got nerv take pictur man shit crazi 	1
15367	 # inkkofrosess stop explain yo self sorri ass bitch dont nobodi care # # eww sound spici 	1
15368	 peep lot shit laugh caus hoe actor 	1
15369	 two differ thing hoe know lot hoe think yal know 	1
15370	 nigga loos bitch bitch snitch # # 	1
15371	 charli sheen slam rihanna reject fiance # rude # idiot # bad wig 	2
15372	 # # # # # tight pant loud color look like fag # 	0
15373	 know hoe wishi washi	1
15374	 # # rt # boy discov hoe 	1
15375	 tire fat hoe call thick bitch yo fat ass even bend touch toe withou 	1
15376	 mind clear bird crash side head 	2
15377	 lmfaoooooooooo trash ass falcant lmfaooooooooooo ya stink 	1
15378	 bitch crazi 	1
15379	 riff raff trash	2
15380	 see bae retweet mention hoe 	1
15381	 alreadi  jeter arriv plenti #yankees memori next year go odd inde 	2
15382	 u tell us fuckin barbarian pussi juic realli help ya beard grow 	1
15383	 drake said best said nigga act like bitch day 	1
15384	 # bitch # bitch mom # bitch bitch dad # bitch fuck bitch # # 	1
15385	 hate bitch brag bout bf put singl # 	1
15386	 kill em say rt # world better place bitch like die lone 	1
15387	 gucci conceit bitch might caus chain bright stevi wonder might see	1
15388	 # benzino bitch readi # # # 	1
15389	 tell chose trash environ tri save like hypocrit douc # 	2
15390	 tire deal hoe dick # # # # # 	1
15391	 hoe use happen excus mean cope wit ho make seem control # 	1
15392	 nigga get cheat lie ur face bc denial hoe action tell homegirl # 	1
15393	 women think angel denial hoe action fall facad see past b # 	1
15394	 bulli exist bitch ass peopl exist stand fuck amp stop pussi 	1
15395	 flirt bitch twitter like 	1
15396	 one loyal girlfriend worth hundr hoe 	1
15397	 scientist recent discov bitch fact trippin 	1
15398	 bitch get 	1
15399	 # esj got ugli hoe yeah leon g student make better   em fugli # lyi # 	1
15400	 bitch possess thot demon 	1
15401	 alot good girl made twitter amp becam hoe attent receiv father 	1
15402	 mannn hoe everybodi word love hoe especi famu 	1
15403	 hoe want sum good dick amp attent hbcu	1
15404	 nigga fuck virgin expect scream even moan bitch virgin fa # 	1
15405	 got bomb dick alpha q  kappa iota amp two professor month im hoe say # 	1
15406	 guess confess trash none got post famu	2
15407	 know bf break w becom biggest hoe time amp probabl fuck anyon look way bc id # 	1
15408	 bodi count went   one semest hoe love sex famu	1
15409	 sigma love eat pussi juic parti famu	1
15410	 homegirl fuck alpha littl know sloppi second pussi tast famu	1
15411	 us dyke get play nigga famu	1
15412	 track girl best pussi bethun cookma	1
15413	 bright yellow thing ref show martin indi rememb see one #clubmetro	2
15414	 today day hoe get pass fool # 	1
15415	 # # # # yall say date lil girl like matur hoe rampag outsid # 	1
15416	 bookieg fuck yo bitch bruh tri tho	1
15417	 bookieg aye g fuck yo bitch mistak 	1
15418	 bookieg klutzi bitch	1
15419	 caus bitch tae #kinglute	1
15420	 mf still spot yr ago beef nigha sleep hoe eat restau # 	0
15421	 mama you hoe omm you bitch omm get jam bet snitch omm # 	1
15422	 pull like look shoe bitch # 	1
15423	 rahal idiot second time year wreck someon yellow 	2
15424	 okay michael sam mock manziel johnni mock sam pretend dick mouth get # 	1
15425	 fuck faggot thirsti eachoth probabl fuck behind redemptio	1
15426	 rich son bitch greadi smh	1
15427	 rt u rememb steve blue clue left us bitch ass nigga joe 	1
15428	 everi day thank nigga jesu hot wing uncanni abil tend bitch 	1
15429	 # last night cool nigga worri bout us bitch # like time 	1
15430	 love one bucket head hoe noway 	1
